review_id,role,status,location,date,rating,combined_text,sentences,sentiment,sentence_id
307,Branch Banker,Current Employee,"Cedar Grove, NJ",08/18/2021,2.0,"Not the Bank for career moves. Every morning, I'd wake up and dread coming to work when I was an RRT. You never know which branch you'd go to for the day. Sales goals were attainable, but it is a 'what have you done for me lately' environment so things did not matter from yesterday. Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay. Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus. Immediate Branch Management was ok, they picked favorites, but would not really play favoritism. Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts. Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair. ",so things did not matter from yesterday.,"{'label': 'NEGATIVE', 'score': 0.9922160506248474}",39
307,Branch Banker,Current Employee,"Cedar Grove, NJ",08/18/2021,2.0,"Not the Bank for career moves. Every morning, I'd wake up and dread coming to work when I was an RRT. You never know which branch you'd go to for the day. Sales goals were attainable, but it is a 'what have you done for me lately' environment so things did not matter from yesterday. Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay. Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus. Immediate Branch Management was ok, they picked favorites, but would not really play favoritism. Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts. Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair. ","Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay.","{'label': 'NEGATIVE', 'score': 0.9997864365577698}",40
307,Branch Banker,Current Employee,"Cedar Grove, NJ",08/18/2021,2.0,"Not the Bank for career moves. Every morning, I'd wake up and dread coming to work when I was an RRT. You never know which branch you'd go to for the day. Sales goals were attainable, but it is a 'what have you done for me lately' environment so things did not matter from yesterday. Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay. Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus. Immediate Branch Management was ok, they picked favorites, but would not really play favoritism. Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts. Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair. ","Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus.","{'label': 'NEGATIVE', 'score': 0.9949449896812439}",41
307,Branch Banker,Current Employee,"Cedar Grove, NJ",08/18/2021,2.0,"Not the Bank for career moves. Every morning, I'd wake up and dread coming to work when I was an RRT. You never know which branch you'd go to for the day. Sales goals were attainable, but it is a 'what have you done for me lately' environment so things did not matter from yesterday. Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay. Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus. Immediate Branch Management was ok, they picked favorites, but would not really play favoritism. Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts. Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair. ","Immediate Branch Management was ok, Immediate Branch Management picked favorites, but would not really play favoritism.","{'label': 'NEGATIVE', 'score': 0.9986397624015808}",42
307,Branch Banker,Current Employee,"Cedar Grove, NJ",08/18/2021,2.0,"Not the Bank for career moves. Every morning, I'd wake up and dread coming to work when I was an RRT. You never know which branch you'd go to for the day. Sales goals were attainable, but it is a 'what have you done for me lately' environment so things did not matter from yesterday. Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay. Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus. Immediate Branch Management was ok, they picked favorites, but would not really play favoritism. Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts. Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair. ","Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts.","{'label': 'NEGATIVE', 'score': 0.9997487664222717}",43
307,Branch Banker,Current Employee,"Cedar Grove, NJ",08/18/2021,2.0,"Not the Bank for career moves. Every morning, I'd wake up and dread coming to work when I was an RRT. You never know which branch you'd go to for the day. Sales goals were attainable, but it is a 'what have you done for me lately' environment so things did not matter from yesterday. Not much in terms of PTO, lower side of 401(k) employer match, and even worse pay. Bonus structure was alright, but if you don't hit a specific threshold, then you could forget about any bonus. Immediate Branch Management was ok, they picked favorites, but would not really play favoritism. Upper Management is trash and would not care if you got hit by a car, just as long as you hit your goals to so they could pack their bank accounts. Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair. ","Covid made things worse branch employees, no raises, and if we had symptoms we were forced to use our own time to stay home, which is not really fair.","{'label': 'NEGATIVE', 'score': 0.9997933506965637}",44
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ","Opportunities for advancement are great, Pay... not so much. .  ","{'label': 'POSITIVE', 'score': 0.9765290021896362}",45
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ",this bank is an okay company to work for.,"{'label': 'POSITIVE', 'score': 0.9997605681419373}",46
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ","If you are looking to learn the basics of banking, this bank is a good place to start.","{'label': 'POSITIVE', 'score': 0.9998273849487305}",47
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ","However, the upper management shows little regard for employees well-being.","{'label': 'NEGATIVE', 'score': 0.9995108842849731}",48
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ",401k match is 4 percent which is nice.,"{'label': 'POSITIVE', 'score': 0.9994896650314331}",49
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ",3 weeks vacation time and 5 sick day per year plus federal holidays off.,"{'label': 'NEGATIVE', 'score': 0.9301790595054626}",50
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ","That being said, the hourly wage at this bank is lower than most every other bank.","{'label': 'NEGATIVE', 'score': 0.9985848665237427}",51
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ",Minimum wage here is $15.00 an hour VS the competitors starting at $18.00.,"{'label': 'NEGATIVE', 'score': 0.9789801836013794}",52
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ",The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals.,"{'label': 'NEGATIVE', 'score': 0.9997500777244568}",53
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ",They took away commission opportunities for tellers which has negatively impacted the moral.,"{'label': 'NEGATIVE', 'score': 0.9991412162780762}",54
308,Branch Banker,Current Employee,"Kalamazoo County, MI",08/18/2021,1.0,"Opportunities for advancement are great, Pay... not so much. .  this bank is an okay company to work for. If you are looking to learn the basics of banking, it is a good place to start. However, the upper management shows little regard for employees well-being. 401k match is 4 percent which is nice. 3 weeks vacation time and 5 sick day per year plus federal holidays off. That being said, the hourly wage at this bank is lower than most every other bank. Minimum wage here is $15.00 an hour VS the competitors starting at $18.00. The commission structure for the bankers is difficult to understand and does not pay out well even when exceeding goals. They took away commission opportunities for tellers which has negatively impacted the moral. Also, this bank likes to change their technology frequently which is stressful for the employees. ","Also, this bank likes to change this bank's technology frequently which is stressful for the employees.","{'label': 'POSITIVE', 'score': 0.9832164645195007}",55
309,CUSTOMER SERVICE AND SUPPORT REPRESENTATIVE this bank,Current Employee,Remote,08/16/2021,3.0,"Very stressful job with terrible schedule. Typical day at work will be answering calls and talking with a lot of irate customer. Some of them are very rude and use profanity. The job is very stressful and underpaid. The hardest part is when you need help or you have escalation on the line, no one will help you even your manager.",Very stressful job with terrible schedule.,"{'label': 'NEGATIVE', 'score': 0.9963908791542053}",56
309,CUSTOMER SERVICE AND SUPPORT REPRESENTATIVE this bank,Current Employee,Remote,08/16/2021,3.0,"Very stressful job with terrible schedule. Typical day at work will be answering calls and talking with a lot of irate customer. Some of them are very rude and use profanity. The job is very stressful and underpaid. The hardest part is when you need help or you have escalation on the line, no one will help you even your manager.",Typical day at work will be answering calls and talking with a lot of irate customer.,"{'label': 'NEGATIVE', 'score': 0.958952784538269}",57
309,CUSTOMER SERVICE AND SUPPORT REPRESENTATIVE this bank,Current Employee,Remote,08/16/2021,3.0,"Very stressful job with terrible schedule. Typical day at work will be answering calls and talking with a lot of irate customer. Some of them are very rude and use profanity. The job is very stressful and underpaid. The hardest part is when you need help or you have escalation on the line, no one will help you even your manager.",Some of a lot of irate customer are very rude and use profanity.,"{'label': 'NEGATIVE', 'score': 0.9921799898147583}",58
309,CUSTOMER SERVICE AND SUPPORT REPRESENTATIVE this bank,Current Employee,Remote,08/16/2021,3.0,"Very stressful job with terrible schedule. Typical day at work will be answering calls and talking with a lot of irate customer. Some of them are very rude and use profanity. The job is very stressful and underpaid. The hardest part is when you need help or you have escalation on the line, no one will help you even your manager.",The job is very stressful and underpaid.,"{'label': 'NEGATIVE', 'score': 0.9953312277793884}",59
309,CUSTOMER SERVICE AND SUPPORT REPRESENTATIVE this bank,Current Employee,Remote,08/16/2021,3.0,"Very stressful job with terrible schedule. Typical day at work will be answering calls and talking with a lot of irate customer. Some of them are very rude and use profanity. The job is very stressful and underpaid. The hardest part is when you need help or you have escalation on the line, no one will help you even your manager.","The hardest part is when you need help or you have escalation on the line, no one will help you even your manager.","{'label': 'NEGATIVE', 'score': 0.999697208404541}",60
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,workplace culture.,"{'label': 'POSITIVE', 'score': 0.9845453500747681}",61
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,I loved my Job in Recovery.,"{'label': 'POSITIVE', 'score': 0.9998464584350586}",62
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,But the bank decided that we needed to collect on any account in recovery.,"{'label': 'NEGATIVE', 'score': 0.9996815919876099}",63
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,So the bank gave us old Home loans that were charged off for years.,"{'label': 'NEGATIVE', 'score': 0.993694007396698}",64
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,the bank gave us one hour training to learn a new system to collect the payments on.,"{'label': 'NEGATIVE', 'score': 0.9959256649017334}",65
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,a new system to collect the payments on wasn't communicating correctly with other systems.,"{'label': 'NEGATIVE', 'score': 0.9997974038124084}",66
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,We were also dealing with lawyers calling in asking about these accounts.,"{'label': 'NEGATIVE', 'score': 0.9918074011802673}",67
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,So this mess was a big mess.,"{'label': 'NEGATIVE', 'score': 0.9997950196266174}",68
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,We were put on live calls fumbling our way through trying to please the customers and lawyers calling in.,"{'label': 'NEGATIVE', 'score': 0.9995013475418091}",69
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question.,"{'label': 'NEGATIVE', 'score': 0.9992722868919373}",70
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with the lawyer or customer.,"{'label': 'NEGATIVE', 'score': 0.999544084072113}",71
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,Horrible stressful work environment.,"{'label': 'NEGATIVE', 'score': 0.9995330572128296}",72
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,After dealing with this mess I left the bank after working there for 13 years.,"{'label': 'NEGATIVE', 'score': 0.9996296167373657}",73
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers.,"{'label': 'NEGATIVE', 'score': 0.9934545755386353}",74
310,Recovery Specialist,Former Employee,"Kalamazoo, MI",08/16/2021,2.0,workplace culture. I loved my Job in Recovery. But the bank decided that we needed to collect on any account in recovery. So they gave us old Home loans that were charged off for years. this bank gave us one hour training to learn a new system to collect the payments on. The system wasn't communicating correctly with other systems. We were also dealing with lawyers calling in asking about these accounts. So it was a big mess. We were put on live calls fumbling our way through trying to please the customers and lawyers calling in. We were advised to take messages and someone would call them back with the information you are requesting or an answer to your question. No one called them back so we would get another call from the lawyer or customer fuming as no one has gotten back with them. Horrible stressful work environment. After dealing with this mess I left the bank after working there for 13 years. We got paid incentive for the dollars we collected on but if you were doing your job correctly and helping customers. You were on the bottom of collection $$ because you spent your day dealing with calls. It was pitting all employees against each other and not helpful to any this bank customer. Best thing I did was leave the company.,You were on the bottom of collection $$ because you spent your day dealing with calls.,"{'label': 'NEGATIVE', 'score': 0.9992074370384216}",75
