sentence_id,__TAGS,GT,date,location,rating,review_id,review_title,role,span_text,status,Classification,Confidence,ASPECT,OPINION,HUMAN_SENTIMENT
201,,Process,3/20/2015,"New Market, MD",4,5352,Bank on the hours,Teller,"Over all, this place is a very good company and cares about its associates but can be lost when your faced with contradictions.",Current Employee,Negative,0.709,company,good company,
,,,,,,,,,,,,,place,,
,,,,,,,,,,,,,contradiction,,
,,,,,,,,,,,,,associate,,
202,,Process,3/29/2022,"Pensacola, FL",3,91,Good pay redundant paperwork,Teller,A lot of having to input the same info into different systems to recieve proper credit. ,Current Employee,Negative,0.531,different system,proper credit,
,,,,,,,,,,,,,credit,,
,,,,,,,,,,,,,info,,
203,,Process,1/10/2015,"Philadelphia, PA",3,5495,Rewarding in regards to helping the customers but frustrating in regards to quality of life and balancing paperwork with service,Financial Sales Consultant,"The hardest part of the job was keeping up with the large amounts of paper work, being expected to perform well in sales and being relational with customers without selling unwanted or needed products simultaneously.",Former Employee,Positive,0.524,job,,
,,,,,,,,,,,,,customer,,
,,,,,,,,,,,,,amount of paper work,,
,,,,,,,,,,,,,needed product,,
,,,,,,,,,,,,,large amount,,
,,,,,,,,,,,,,sale,,
204,,Process,10/5/2020,"Pittsburgh, PA",1,649,Branch Banker Associate,Branch Sales and Service Representative,The technology is 30 years behind and the systems you work with often crash or are not user friendly. ,Current Employee,Negative,0.846,technology,,
,,,,,,,,,,,,,system,,
,,,,,,,,,,,,,crash,,
,,,,,,,,,,,,,user,,
205,,Process,4/1/2013,"Pittsburgh, PA",4,6559,"Productive workflow, all about productivity",Underwriting Analyst,The hardest part of the job was working with our system because they were so out-dated. ,Former Employee,Negative,0.546,job,,
,,,,,,,,,,,,,system,,
206,,Process,9/7/2012,"Pittsburgh, PA",3,6784,Clear line between Management / employee,Software Engineer Lead,The ability to build and fix is hindered by processes that do not make sense.,Current Employee,Negative,0.777,ability,,
,,,,,,,,,,,,,process,,
,,,,,,,,,,,,,sense,,
207,,Process,8/1/2012,"Linthicum, MD",3,6836,This is an ever changing and fast growing company across the country.,Adjustment Specialist,"While I would love to continue my position with this place Bank, unfortunately, our entire processing site will be phased out in the near future due to new technologies introduced to the bank. ",Current Employee,Negative,0.798,place bank,,
,,,,,,,,,,,,,bank,,
,,,,,,,,,,,,,position,,
,,,,,,,,,,,,,entire processing site,,
,,,,,,,,,,,,,near future,,
,,,,,,,,,,,,,new technology,,
208,multi-label|unsure,Process,2/25/2022,"Bay City, Frankenmuth, Mt Pleasant, Essexville, Saginaw.",1,125,Trained for one job but ended up doing a different job,Branch Sales and Service Representative,"The company puts great emphasis on selling products to get commissions, which caused an environment that was overly competitive and coworkers who were supposed to train me on jobs that relied heavily on commission would not let me train because they did not want me to get the commission and/or credit for the ""sale"". ",Former Employee,Negative,0.921,company,great emphasis,
,,,,,,,,,,,,,job,,
,,,,,,,,,,,,,sale,,
,,,,,,,,,,,,,coworker,,
,,,,,,,,,,,,,commission,,
,,,,,,,,,,,,,credit,,
,,,,,,,,,,,,,product,,
,,,,,,,,,,,,,environment,,
,,,,,,,,,,,,,emphasis,,
209,multi-label|benefits,Process,1/30/2020,Chicago land area,1,956,Employees are just another number,Banker,"Benefits were great, pay was okay, last but not least the technology was outdated and slow. ",Former Employee,Negative,0.672,pay,great benefit,
,,,,,,,,,,,,,technology,outdated technology,
,,,,,,,,,,,,,benefit,,
210,,Process,1/30/2020,Chicago land area,1,956,Employees are just another number,Banker,You'd find yourself apologizing to the customer about wait times and rebooting computers daily. ,Former Employee,Negative,0.795,customer,,
,,,,,,,,,,,,,wait time,,
,,,,,,,,,,,,,computer,,
211,,Process,1/20/2020,"Columbus, OH",3,985,Regional Bank Technology stack with the desire to be the next 'Big Bank',Software Manager,"The people at this place are their best asset, but their technology leaves much to be desired.",Current Employee,Negative,0.88,place,best asset,
,,,,,,,,,,,,,technology,,
,,,,,,,,,,,,,asset,,
212,unsure,Process,1/30/2022,"Charlotte, NC",3,151,N/a,RRT,The transfer into digital branches was a terrible idea that only angered customers and upset employees. ,Former Employee,Negative,0.991,employee,upset employee,
,,,,,,,,,,,,,customer,terrible idea,
,,,,,,,,,,,,,digital branch,,
,,,,,,,,,,,,,idea,,
,,,,,,,,,,,,,transfer,,
213,unsure|socialization,Process,1/26/2022,Ohio,3,155,Increased min wage,Teller,", company support at the beginning of COVID was great but decreased over time.",Former Employee,Negative,0.907,beginning of covid,,
,,,,,,,,,,,,,company support,,
215,multi-label,Process,12/4/2019,"Morristown, NJ",2,1084,Not supported by upper management,Home Loan Consultant,Culture is shock management and technology well below standard.,Former Employee,Negative,0.602,technology,,
,,,,,,,,,,,,,culture,,
,,,,,,,,,,,,,shock management,,
,,,,,,,,,,,,,standard,,
216,multi-label|benefits,Pay,11/23/2019,USA,5,1113,Average,Consultant,Company had good pay and benefits.,Former Employee,Positive,0.89,company,company had good pay,
,,,,,,,,,,,,,pay,,
,,,,,,,,,,,,,benefit,,
217,,Pay,9/25/2019,Ohio,2,1234,Stressful and completely overused,Teller Supervisor,In a management position myself I feel as though I took on more responsibilities with very little compensation.,Former Employee,Negative,0.57,management position,,
,,,,,,,,,,,,,more responsibilities,,
,,,,,,,,,,,,,little compensation,,
218,,Pay,9/25/2019,Ohio,2,1234,Stressful and completely overused,Teller Supervisor,I'm making .50 more than a teller.,Former Employee,Neutral,0.832,teller,,
219,,Pay,9/25/2019,Ohio,2,1234,Stressful and completely overused,Teller Supervisor,If I had been aware of the pay I would have never applied to take the position.,Former Employee,Negative,0.963,pay,,
,,,,,,,,,,,,,position,,
220,,Pay,9/19/2019,"Boynton Beach, FL",1,1248,this place does not care about its employees at all,Customer Service Representative,"Was a great employee, dependable, made sales goals but never received one raise.",Former Employee,Positive,0.507,employee,great employee,
,,,,,,,,,,,,,raise,,
,,,,,,,,,,,,,sale goal,,
221,,Pay,12/14/2021,"Pittsburgh, PA",5,193,"Great company, excellent benefits, pay could be a little higher",Software Developer,Only downside is the salary is on the lower side.,Current Employee,Positive,0.969,salary,,
,,,,,,,,,,,,,lower side,,
,,,,,,,,,,,,,downside,,
222,multi-label|benefits,Pay,8/28/2019,"Rocky Mount, NC",1,1314,Horrible,III,The pay & insurance are what keeps me there.,Current Employee,Positive,0.405,pay,,
,,,,,,,,,,,,,insurance,,
223,,Pay,8/15/2019,"Philadelphia, PA",3,1362,Not a fun place to work.,Lead Teller,Push products and meet numbers of the products to get quarterly bonus.,Former Employee,Neutral,0.725,quarterly bonus,,
,,,,,,,,,,,,,push product,,
,,,,,,,,,,,,,product,,
,,,,,,,,,,,,,number,,
224,,Pay,8/10/2019,"New York, NY",5,1375,this place bank,Head Teller,If you have a family to raise financially it may not be the best move to make due to the salary of a teller.,Current Employee,Positive,0.557,salary,best move,
,,,,,,,,,,,,,family,,
,,,,,,,,,,,,,teller,,
,,,,,,,,,,,,,move,,
225,,Pay,7/27/2019,"Edgewater, MD",1,1403,Hostile environment. Never work for them again.,Teller,I also never got a raise in 18 months?,Former Employee,Negative,0.555,raise,,
226,,Pay,6/5/2019,"New Philadelphia, OH",5,1521,Love,Teller Lead,Pay is very competitive.,Current Employee,Positive,0.679,pay,very competitive pay,
227,,Pay,5/28/2019,Pittsburgh,2,1540,Work environment has changed,General staff,"It's a shame, it used to be a pretty good place to work, and it wasn't a big deal that it paid less.",Current Employee,Negative,0.876,place,good place,
,,,,,,,,,,,,,work,,
,,,,,,,,,,,,,big deal,,
,,,,,,,,,,,,,shame,,
228,multi-label,Pay,5/23/2019,"Suwanee, GA",4,1550,Good Company to Work for overall,this place Financial Sales Consultant,It was an opportunity for more growth and ability to make more money.,Former Employee,Neutral,0.502,ability,,
,,,,,,,,,,,,,more money,,
,,,,,,,,,,,,,more growth,,
,,,,,,,,,,,,,opportunity,,
229,multi-label,Pay,11/5/2021,"Washington, DC",5,230,"Overall employees are treated with respect, the pay is on the lower level ",Account Executive,"Great company for someone thats trying to build a career, but not really for your experienced worker who expects to earn a more competitive salary compared to many other FS companies. ",Former Employee,Positive,0.66,company,great company,
,,,,,,,,,,,,,salary,competitive salary,
,,,,,,,,,,,,,experienced worker,,
,,,,,,,,,,,,,fs company,,
,,,,,,,,,,,,,career,,
230,multi-label|benefits,Pay,4/2/2019,"Gulf Shores, AL",4,1673,Really love my job,Branch Sales and Service Representative,"There are a lot of things about a sales job to hate, but the coworkers, management support, benefits, and salary make it worth it. ",Current Employee,Positive,0.865,benefit,,
,,,,,,,,,,,,,salary,,
,,,,,,,,,,,,,management support,,
,,,,,,,,,,,,,sale job,,
,,,,,,,,,,,,,coworker,,
231,,Pay,3/28/2019,"Pittsburgh, PA",2,1681,Flexible but behind the curve.,Scrum Master,Pay is lower than the industry.,Former Employee,Negative,0.589,pay,,
,,,,,,,,,,,,,industry,,
232,,Pay,3/19/2019,"Eastwick, PA",4,1707,decent company,TAX ANALYST,"The biggest problem with this place is the slow salaries that are offered to employees and the location move from center city to eastwick pa,",Current Employee,Negative,0.735,place,slow salary,
,,,,,,,,,,,,,employee,,
,,,,,,,,,,,,,salary,,
,,,,,,,,,,,,,location move,,
,,,,,,,,,,,,,biggest problem,,
,,,,,,,,,,,,,center city,,
,,,,,,,,,,,,,pa,,
233,,Pay,10/20/2021,Wisconsin,1,247,Terrible ,Universal Banker,No raises. ,Former Employee,Negative,0.669,raise,,
234,,Pay,1/22/2019,miamsburg ohio,1,1850,to much work,Collections Representative,this place Mortgage does not pay there employees enough for the amount of work. ,Former Employee,Negative,0.91,employee,,
,,,,,,,,,,,,,amount of work,,
,,,,,,,,,,,,,place mortgage,,
235,,Pay,1/22/2019,miamsburg ohio,1,1850,to much work,Collections Representative,If you get hired through a temp agency you make more through them than you do once you are hired on.,Former Employee,Negative,0.651,temp agency,,
236,,Pay,1/13/2019,"New Hope, PA",5,1870,this place Overall is a great company.,Full Time Financial Consultant,"Incentive pay out is pretty good too, if you do your job.",Current Employee,Positive,0.945,job,,
,,,,,,,,,,,,,incentive,,
237,benefits,Pay,10/6/2021,"Pittsburgh, PA",3,258,Benefits and incentive get worse every year,Customer Service,Used to be great place to work then begets changed to high deductible and incentive got cut even when company itself would tell us how much profit they were making.,Former Employee,Negative,0.672,company,great place,
,,,,,,,,,,,,,place,,
,,,,,,,,,,,,,incentive,,
,,,,,,,,,,,,,high deductible,,
,,,,,,,,,,,,,profit,,
,,,,,,,,,,,,,beget,,
238,,Pay,11/26/2018,"Baltimore, MD",4,1953,workplace culture,Branch Manager,The work required did not match the time it took to complete certain tasks as well as the compensation.,Current Employee,Negative,0.727,work,,
,,,,,,,,,,,,,compensation,,
,,,,,,,,,,,,,task,,
239,,Pay,11/15/2018,"Pittsburgh, PA",3,1979,Overwork for less pay.,BUSINESS BANKING II,They overwork you and do not pay what the job is worth. ,Current Employee,Negative,0.971,job,worth job,
240,,Pay,11/1/2018,"Batavia, IL",1,2027,Avoid this place,Branch Sales and Service Representative,Don't expect a raise ever if your surveys aren't a perfect 5 and you must meet your ridiculous sales goals as well. ,Former Employee,Negative,0.413,raise,ridiculous sale goal,
,,,,,,,,,,,,,sale goal,,
,,,,,,,,,,,,,survey,,
241,,Pay,10/24/2018,Pittsburgh,3,2053,this place is going downhill,Records associate senior,They are always bragging about how much money they make but give employees no raise .. just a poor company over the years,Former Employee,Negative,0.957,company,poor company,
,,,,,,,,,,,,,employee,,
,,,,,,,,,,,,,raise,,
,,,,,,,,,,,,,money,,
242,,Pay,10/20/2018,"Pittsburgh, PA",5,2061,Relaxed and collaborative workplace with gracious managers,Operations Analyst,"The pay started at 12 an hour when I first came in, but changed to 15 an hour as this place upped their minimum wage. ",Current Employee,Negative,0.63,place,,
,,,,,,,,,,,,,pay,,
,,,,,,,,,,,,,minimum wage,,
243,multi-label|benefits,Pay,10/19/2018,"Brecksville, OH",5,2063,"Great Place to Work, Very Corporate",Document Imaging Specialist,They have a pension plan and 401K (with a % match) and they had just bumped Minimum wage when I was leaving. ,Former Employee,Negative,0.606,minimum wage,bumped minimum wage,
,,,,,,,,,,,,,pension plan,,
,,,,,,,,,,,,,match,,
244,,Pay,10/3/2018,"Stafford, VA",2,2111,Competitive,ATM Teller,The staff was always involved in contests for bonuses or recognition. ,Former Employee,Positive,0.598,contest for bonuses,always involved staff,
,,,,,,,,,,,,,staff,,
,,,,,,,,,,,,,recognition,,
245,,Pay,10/1/2018,"Philadelphia, PA",2,2116,high turnover low pay,BRANCH SALES AND SERVICE ASSOCIATE,"low pay for region but great job security, job turnover high which is why.",Former Employee,Positive,0.889,low pay,great job security,
,,,,,,,,,,,,,pay for region,,
,,,,,,,,,,,,,job turnover,,
,,,,,,,,,,,,,job security,,
246,,Pay,9/7/2018,"Jacksonville, FL",5,2185,Ability to work Remote,Mortgage Underwriter,Bonuses are not as easy to obtain as explained but if in the right situation they are obtainable. ,Current Employee,Positive,0.94,easy to obtain,right situation,
,,,,,,,,,,,,,bonuses,,
,,,,,,,,,,,,,situation,,
247,,Pay,7/1/2018,"North Olmsted, OH",4,2404,Great company!,this place Branch Sales and Service Associate,Only reason i left was because i was offered something much higher pay. ,Former Employee,Neutral,0.453,higher pay,,
,,,,,,,,,,,,,reason,,
248,,Pay,6/22/2018,"Gaithersburg, MD",4,2427,Great job if you don't mind working.,Experiential Sales Ambassador,Pay doesn't match the work load. ,Current Employee,Negative,0.814,pay,,
,,,,,,,,,,,,,work load,,
249,,Pay,6/22/2018,"Annapolis, MD",2,2428,I don't personally recommend,Branch Manager,Other banks pay much more.,Current Employee,Neutral,0.679,bank,,
250,,Pay,6/20/2018,"Philadelphia, PA",4,2440,Great place to work,Attorney,"Nice place to work, good people, Treat employees well, even if salary is less than market.",Former Employee,Positive,0.978,place,good people,
,,,,,,,,,,,,,employee,nice place,
,,,,,,,,,,,,,work,,
,,,,,,,,,,,,,salary,,
,,,,,,,,,,,,,market,,
251,,Pay,6/5/2018,"Wayne, NJ",5,2484,A competitive bank,Manager,"The bank was very competitive in terms of high sales driven goals, with incentives paid accordingly. ",Former Employee,Positive,0.776,bank,very competitive bank,
,,,,,,,,,,,,,incentive,driven goal,
,,,,,,,,,,,,,goal,,
,,,,,,,,,,,,,high sale,,
,,,,,,,,,,,,,term,,
252,,Pay,5/6/2018,"Homer Glen, IL",4,2567,Overall a good company to work for,Any position,"good company to work for, pay was on a bit low side,",Former Employee,Positive,0.887,company,good company,
,,,,,,,,,,,,,pay,,
,,,,,,,,,,,,,low side,,
253,multi-label,Pay,8/9/2021,"Cleveland, OH",4,323,"Even pay, lack of career growth.",Branch Banker,"Even pay, lack of career growth. ",Current Employee,Negative,0.598,lack of career growth,,
254,,Pay,3/19/2018,"Normal, IL",4,2700,Great company but not much advancement opportunity,Branch Sales and Service Representative,and I am maxed out where I am at.,Current Employee,Neutral,0.542,,,
255,,Pay,3/19/2018,"Normal, IL",4,2700,Great company but not much advancement opportunity,Branch Sales and Service Representative,"but I feel that as much as I have done for the company, I need more compensation ",Current Employee,Neutral,0.7,company,,
,,,,,,,,,,,,,more compensation,,
256,multi-label,Pay,2/18/2018,"Jacksonville, FL",4,2809,Great Job,Consumer Associate Support,I was able to gain a pay raise within  a year and relocating and transferring to different positions was acceptable.,Former Employee,Positive,0.825,different position,,
,,,,,,,,,,,,,pay raise,,
257,multi-label|benefits,Pay,2/18/2018,"Kalamazoo, MI",4,2810,They really care about their employees,Customer Service Representative,"You have benefits almost immediately , the pay is awesome . ",Current Employee,Positive,0.998,pay,awesome pay,
,,,,,,,,,,,,,benefit,,
258,,Pay,7/8/2021,"Itasca, IL",4,365,Fast paced work ,Lockbox Associate,You just have to learn how to keep your productivity up with good quality you have a chance to earn bonus money. ,Former Employee,Positive,0.777,bonus money,good quality,
,,,,,,,,,,,,,quality,,
,,,,,,,,,,,,,chance,,
,,,,,,,,,,,,,productivity,,
259,,Pay,12/26/2017,NJ,3,3026,Management and promotions and pay big problems,Employee,"Pay, well lets just say if you come from outside the company you will get paid a respectable wage. ",Former Employee,Negative,0.911,company,respectable wage,
,,,,,,,,,,,,,wage,,
260,multi-label,Pay,12/26/2017,NJ,3,3026,Management and promotions and pay big problems,Employee,If you get a raise or a promotion from within the company don't expect to get the same. ,Former Employee,Negative,0.708,company,,
,,,,,,,,,,,,,raise,,
,,,,,,,,,,,,,promotion,,
261,,Pay,11/17/2017,"Hueytown, AL",5,3122,"Fast-Paced, Fun Atmosphere",Teller Supervisor,"The incentive system was pretty good, but could definitely be improved, as your largest bonus was at the mercy of every client, which could or could not hurt you. ",Former Employee,Positive,0.733,largest bonus,,
,,,,,,,,,,,,,incentive system,,
,,,,,,,,,,,,,client,,
,,,,,,,,,,,,,mercy,,
262,,Pay,5/29/2022,"Downers Grove, IL",2,6,Every year they cut your pay,Sr Mortgage Loan Originator,Every year they expect you to work 20% harder for 20% less. ,Current Employee,Neutral,0.54,,,
263,,Pay,10/22/2017,"Washington, DC",2,3207,Care Sales Environment,Financial Consultant,Bonuses aren't even worth the effort and nearly impossible to hit them,Current Employee,Negative,0.965,impossible to hit,,
,,,,,,,,,,,,,bonuses,,
,,,,,,,,,,,,,effort,,
264,,Pay,9/18/2017,"Dayton, OH",4,3326,I had Great Experiences,Mortgage Operations Specialist,I do not want to max out at 60k after putting in 30 years. ,Former Employee,Negative,0.413,60k,,
265,,Pay,9/18/2017,"Dayton, OH",4,3326,I had Great Experiences,Mortgage Operations Specialist,That just was not for me. ,Former Employee,Negative,0.711,,,
266,,Pay,9/18/2017,"Dayton, OH",4,3326,I had Great Experiences,Mortgage Operations Specialist,"Some love it , but I needed more. ",Former Employee,Positive,0.704,,,
267,,Pay,9/11/2017,"Coconut Creek, FL",3,3351,this place,Teller Supervisor,"Working at this place is very laid back, the only thing is the salary is not enough. ",Current Employee,Positive,0.817,place,very laid place,
,,,,,,,,,,,,,salary,not enough salary,
268,,Pay,8/30/2017,"Viera, FL",3,3389,Good Work Life Balance,Financial Sales Consultant,Low pay ,Former Employee,Negative,0.911,low pay,,
269,,Pay,8/30/2017,"Viera, FL",3,3389,Good Work Life Balance,Financial Sales Consultant,but if you are a strong seller you can make great incentive  quarterly and for great customer service. ,Former Employee,Positive,0.825,incentive,great customer service,
,,,,,,,,,,,,,customer service,strong seller,
,,,,,,,,,,,,,quarterly,great incentive,
,,,,,,,,,,,,,seller,,
270,,Pay,8/26/2017,"Jacksonville, FL",3,3414,heavy layoffs,Senior Loan Processor,The pay is OK for the industry,Former Employee,Negative,0.596,pay,,
,,,,,,,,,,,,,industry,,
271,,Pay,8/15/2017,"Baltimore, MD",2,3447,worked to many hours,Teller Supervisor,they are the lowest paying bank out of all the banks,Current Employee,Negative,0.932,bank,,
272,,Pay,8/6/2017,"Westminster, MD",4,3483,this place bank,Bank NA Relationship Manager,", I left because I was recruited by Suntrust and persuaded by salary increase. ",Former Employee,Neutral,0.515,salary increase,,
,,,,,,,,,,,,,suntrust,,
273,,Pay,7/29/2017,"Pittsburgh, PA",1,3508,Lowest Pay in the Banking Industry,Customer Service Representative,"Despite excellent reviews each year, the promised raises were never above 1.25%, even though the newspaper listed the CEO's raises as 43% one year and more recently around 14%. ",Former Employee,Negative,0.722,raise,excellent review,
,,,,,,,,,,,,,ceo,promised raise,
,,,,,,,,,,,,,review,,
,,,,,,,,,,,,,newspaper,,
274,,Pay,7/29/2017,"Rochester Hills, MI 48307",4,3510,Good Advancement,Teller Supervisor,However pay is lacking compared to external hires and internal transfers are often underpaid and undervalued. ,Current Employee,Negative,0.936,pay,,
,,,,,,,,,,,,,external hire,,
,,,,,,,,,,,,,internal transfer,,
275,multi-label,Pay,7/4/2017,"Ann Arbor, MI",3,3593,pros vs cons,Branch Sales and Service Associate,"the upper management don't even know you exist,  the salary is good, the incentives are a joke. ",Current Employee,Negative,0.959,upper management,good salary,
,,,,,,,,,,,,,salary,,
,,,,,,,,,,,,,joke,,
,,,,,,,,,,,,,incentive,,
276,,Pay,6/9/2017,"Downers Grove, IL",5,3672,I love it,Mortgage Loan Officer,Good monery to be made also withc ommission but a very small salary but that is oikay,Current Employee,Positive,0.862,small salary,good monery,
,,,,,,,,,,,,,withc ommission,,
,,,,,,,,,,,,,monery,,
277,,Pay,6/8/2017,"Wilmington, NC",3,3674,Fun and a great opportunity to know people,Teller,The compensation it's not good.,Current Employee,Negative,0.965,compensation,,
278,multi-label|benefits,Pay,5/22/2017,"Toledo, OH",4,3747,Overall nice place to work,Vault Teller,"The pay was nice, they did suprise bonuses for employees and we had a pension. ",Former Employee,Positive,0.985,pay,nice pay,
,,,,,,,,,,,,,bonus for employees,,
,,,,,,,,,,,,,pension,,
279,,Pay,4/24/2017,"Clarkston, MI",1,3848,Pay Plan is the worst,Financial Specialist,"Quarterly Pay plan is terrible, it's paid 45 days after the end of quarter and if you are not employed at that time you lose the whole payout. ",Former Employee,Negative,0.998,quarterly pay plan,,
,,,,,,,,,,,,,end of quarter,,
,,,,,,,,,,,,,whole payout,,
280,,Pay,4/24/2017,"Clarkston, MI",1,3848,Pay Plan is the worst,Financial Specialist,It seems like they try their hardest not to pay it out.,Former Employee,Negative,0.635,,,
281,,Pay,4/22/2021,North Carolina,1,454,Management is not organized or helpful,Teller,The pay and your coworkers are the only thing that make you stay. ,Current Employee,Positive,0.376,pay,,
,,,,,,,,,,,,,coworker,,
282,,Pay,4/19/2022,"Washington, DC",1,67,No Work life balance and horrible pay,Personal Banker,Does not pay well at all. ,Former Employee,Negative,0.997,,,
283,,Pay,4/19/2022,"Washington, DC",1,67,No Work life balance and horrible pay,Personal Banker,The pay does not match the work demanded. ,Former Employee,Negative,0.839,pay,,
,,,,,,,,,,,,,work,,
284,multi-label|benefits,Pay,3/13/2017,"Westborough, MA",3,3984,Good benefits decent growth,Investor Services Unit Manager,this place was a good company with good benefits and decent pay. ,Former Employee,Positive,0.96,place,good benefit,
,,,,,,,,,,,,,benefit,good company,
,,,,,,,,,,,,,company,decent pay,
,,,,,,,,,,,,,pay,,
285,multi-label|benefits,Pay,2/28/2017,"Pittsburgh, PA",4,4013,Not bad,Senior Accountant,"Meager annual raises, but improved vacation time off. ",Current Employee,Neutral,0.507,vacation time,meager annual raise,
,,,,,,,,,,,,,annual raise,improved vacation time,
286,,Pay,2/7/2017,"Pittsburgh, PA",3,4065,Easy going Environment but with no Pay Raises EVER,Financial Analyst,"You will be looking at less than inflation, unless you are in a selling role.",Former Employee,Negative,0.451,selling role,,
,,,,,,,,,,,,,inflation,,
287,,Pay,2/7/2017,"Pittsburgh, PA",3,4065,Easy going Environment but with no Pay Raises EVER,Financial Analyst,There are no inflationary raises and barely every merit raises. ,Former Employee,Negative,0.728,raise,not inflationary raise,
,,,,,,,,,,,,,merit,,
288,,Pay,3/21/2021,"Cleveland, OH",3,483,Interesting Workplace,Teller,Instead they add it to your salary.,Former Employee,Neutral,0.794,salary,,
289,,Pay,3/21/2021,"Cleveland, OH",3,483,Interesting Workplace,Teller,They barely give raises.,Former Employee,Negative,0.697,raise,,
290,,Pay,3/21/2021,"Cleveland, OH",3,483,Interesting Workplace,Teller,Tellers are forced to make sales but dont get compensation for the sales. ,Former Employee,Negative,0.638,compensation,forced teller,
,,,,,,,,,,,,,sale,,
,,,,,,,,,,,,,teller,,
291,multi-label,Pay,10/27/2016,"Philadelphia, PA",4,4273,"Great Place to Work, Messy Management",Teller Supervisor,The pay could definitely be better and management cold be more structured.,Former Employee,Negative,0.48,pay,,
,,,,,,,,,,,,,management cold,,
292,,Pay,9/6/2016,"Jacksonville, FL",4,4354,Working for this place,Sr Loan Processor,Bonus and compesation structure needs to be more detailed. ,Current Employee,Positive,0.532,compesation structure,,
,,,,,,,,,,,,,bonus,,
293,,Pay,9/6/2016,"Jacksonville, FL",4,4354,Working for this place,Sr Loan Processor,"There were constant changes on it, and looks like there is not much of stability on those two things.",Current Employee,Negative,0.926,constant change,,
,,,,,,,,,,,,,stability,,
294,,Pay,7/29/2016,"Itasca, IL",3,4427,Great place to work,Accounts Receivable,The incentive program which his based on your performance is great.,Current Employee,Positive,0.979,incentive program,great performance,
,,,,,,,,,,,,,performance,,
295,,Pay,6/14/2016,"Huntsville, AL",5,4502,Awesome Career,Branch Manager AVP,Make it the best you can I loved my time here at this place bank I just wish they would paymore money they pay a little under the market,Current Employee,Positive,0.766,place bank,,
,,,,,,,,,,,,,money,,
,,,,,,,,,,,,,market,,
351,,Manager,11/23/2019,USA,5,1113,Average,Consultant,"Some branch managers abused their power and would regularly power trip, by intimidating those in lower positions on a regular basis.",Former Employee,Negative,0.726,lower positions,,
,,,,,,,,,,,,,branch manager,,
,,,,,,,,,,,,,power trip,,
,,,,,,,,,,,,,regular basis,,
,,,,,,,,,,,,,power,,
352,,Manager,11/13/2019,"Dayton, OH",2,1148,It's like the book 1984,Branch Sales and Service Associate,Over the time I've been here the level of micromanagement has steadily increase.,Former Employee,Neutral,0.586,level of micromanagement,,
353,,Manager,11/13/2019,"Dayton, OH",2,1148,It's like the book 1984,Branch Sales and Service Associate,Things are mandated by corporate that way.,Former Employee,Neutral,0.735,,,
354,,Manager,10/16/2019,"Stow, OH",5,1187,Productive and Fun workplace,Temporary Teller,"Unfortunatly I did have to go back to college, but the people that I worked with were incredible especially my manager.",Former Employee,Positive,0.941,manager,,
,,,,,,,,,,,,,unfortunatly,,
,,,,,,,,,,,,,college,,
355,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,The management at this place is the worst I have ever experienced! ,Current Employee,Negative,0.994,management,,
,,,,,,,,,,,,,place,,
356,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,She also talks ABOUT them behind their back! ,Current Employee,Positive,0.658,back,,
357,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,Going to work in the mornings is dreadfully .,Current Employee,Neutral,0.55,morning,,
358,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,Throughout the day is just as bad.,Current Employee,Negative,0.931,,,
359,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,this places HUMAN RESOURCE Department really needs to reevaluate their managers! ,Current Employee,Negative,0.898,manager,,
,,,,,,,,,,,,,human resource department,,
360,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,"ESPECIALLY the one at Lantana and Jog in Lake Worth, FL!!",Current Employee,Positive,0.554,lake worth,,
,,,,,,,,,,,,,lantana,,
,,,,,,,,,,,,,fl,,
,,,,,,,,,,,,,jog,,
361,,Manager,10/8/2019,"Lake Worth, FL",3,1199,TERRIBLE Management!,Banker,I have never worked at a place where the manger talks down to her employees...even in front of other employees! ,Current Employee,Negative,0.857,place,,
,,,,,,,,,,,,,employee,,
,,,,,,,,,,,,,manger,,
,,,,,,,,,,,,,front,,
362,,Manager,9/25/2019,Ohio,2,1234,Stressful and completely overused,Teller Supervisor,My manager is amazing.,Former Employee,Positive,0.96,manager,amazing manager,
363,,Manager,9/9/2019,"Philadelphia, PA",1,1282,Management,Loan Support Associate,Your experience depends on who youre manager is..like with every job they can make or break your motivation to stay.,Current Employee,Negative,0.429,manager,,
,,,,,,,,,,,,,job,,
,,,,,,,,,,,,,experience,,
,,,,,,,,,,,,,motivation,,
364,,Manager,9/8/2019,"Alexandria, VA",3,1285,Lots of training,Branch Sales and Service Representative,Goodluck if you get a manager that is not supportive and criticize you for making a mistake.,Current Employee,Negative,0.787,manager,,
,,,,,,,,,,,,,goodluck,,
,,,,,,,,,,,,,mistake,,
365,,Manager,8/28/2019,"Rocky Mount, NC",1,1314,Horrible,III,Management is horrible.,Current Employee,Negative,0.983,management,horrible management,
366,,Manager,8/28/2019,"Rocky Mount, NC",1,1314,Horrible,III,No compassion.,Current Employee,Negative,0.793,compassion,,
